Student ID,Name,Age,Gender,10th Grade %,12th Grade %,School Board,Stream in 12th,Favorite Subject,Favorite Subject Marks,Top Scored Subject,Top Subject Marks,Hobby,Problem Solving Skill,Communication Skill,Leadership Skill,Creative Thinking,Analytical Ability,Social Behavior,Preferred Career Paths,Long Term Goal,Recommended Career,Alternative Career Options
STU4667,Paul Greene,25,Female,72.19,81.82,CBSE,Arts,Geography,87.35,Geography,73.03,Reading Educational Books,Good,Excellent,Good,Excellent,Poor,Introvert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Stock Broker, Tax Consultant"
STU4668,Kelly Cooper,21,Female,97.45,81.19,ICSE,Science PCM,Physics,71.14,Physics,84.87,DIY Projects,Excellent,Average,Good,Excellent,Excellent,Introvert,Robotics Engineering,Private Job,Robotics Engineering,"Insurance Advisor, Teacher/Professor (School or College level)"
STU4669,Chelsea Cisneros,22,Female,82.04,81.83,State Board,Science PCM,Mathematics,89.14,Physics,97.86,DIY Projects,Excellent,Good,Excellent,Excellent,Excellent,Ambivert,Robotics Engineering,Private Job,Robotics Engineering,"Civil Services Officer (IAS, IPS, IFS), Dentist"
STU4670,Michael Bauer,18,Female,66.12,84.44,ICSE,Arts,History,82.89,Geography,71.73,Reading Educational Books,Good,Excellent,Good,Excellent,Good,Extrovert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Pilot Training (Commercial Pilot License – CPL), Teacher (Commerce/Economics)"
STU4671,Anna Palmer,24,Other,94.03,89.74,CBSE,Science PCB,Biology,73.84,Chemistry,78.95,Reading,Good,Good,Excellent,Good,Excellent,Ambivert,Pharmacist,Private Job,Pharmacist,"Economist, Insurance Advisor"
STU4672,Rebecca Deleon,22,Male,75.34,80.77,State Board,Commerce,Mathematics,71.78,Economics,89.05,Reading Finance News,Good,Poor,Excellent,Excellent,Excellent,Introvert,Stock Broker,Private Job,Stock Broker,"Psychologist/Counselor, Financial Analyst"
STU4673,Gloria Craig,25,Male,88.82,84.4,CBSE,Commerce,Economics,93.87,Economics,70.37,Stock Simulations,Good,Poor,Excellent,Average,Excellent,Extrovert,Stock Broker,Private Job,Stock Broker,"Pilot Training (Commercial Pilot License – CPL), Forensic Scientist"
STU4674,Cheyenne Williams,25,Female,90.52,97.67,CBSE,Science PCM,Physics,70.1,Physics,78.12,Building Model Planes,Excellent,Poor,Average,Good,Excellent,Introvert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Bank Manager/Officer, Teacher/Professor (School or College level)"
STU4675,Donna Hall,22,Other,74.52,66.27,CBSE,Arts,History,79.0,History,91.11,Organizing Events,Good,Excellent,Excellent,Excellent,Excellent,Extrovert,Public Relations Officer,Private Job,Public Relations Officer,"Tourism & Hospitality Professional (Travel Agent, Event Planner), Bank Manager/Officer"
STU4676,Richard Oliver,20,Other,75.24,91.91,CBSE,Science PCB,Biology,75.68,Chemistry,86.24,Reading,Excellent,Good,Excellent,Average,Average,Extrovert,Veterinarian,Private Job,Veterinarian,"Marine Engineering (Merchant Navy), Robotics Engineering"
STU4677,Crystal Green,21,Female,86.25,76.45,CBSE,Commerce,Accountancy,84.64,Accountancy,72.11,Solving Math Problems,Good,Excellent,Excellent,Poor,Excellent,Ambivert,Tax Consultant,Private Job,Tax Consultant,"Marine Engineering (Merchant Navy), Psychologist/Counselor"
STU4678,Douglas Nash,19,Female,87.15,78.57,State Board,Science PCB,Biology,84.49,Biology,97.54,Reading,Excellent,Good,Good,Excellent,Good,Introvert,Veterinarian,Private Job,Veterinarian,"Biomedical Engineering, Electronics & Communication Engineering"
STU4679,Ruth Hicks,18,Male,72.5,87.22,State Board,Science PCM,Mathematics,86.64,Mathematics,93.71,Traveling,Excellent,Excellent,Poor,Good,Excellent,Extrovert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Journalist/Reporter, Financial Analyst"
STU4680,Eugene Reynolds,20,Female,85.71,79.6,ICSE,Science PCB,Biology,82.83,Biology,85.49,Solving Puzzles,Excellent,Good,Good,Excellent,Excellent,Ambivert,Physiotherapist,Private Job,Physiotherapist,"Bank Manager/Officer, Forensic Scientist"
STU4681,Maria Russell,23,Male,69.78,77.09,CBSE,Science PCM,Mathematics,89.27,Physics,86.43,Reading Adventure Books,Excellent,Excellent,Good,Good,Excellent,Ambivert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Bachelor of Architecture (B.Arch), Dietitian/Nutritionist"
STU4682,Jack Holt,18,Female,70.15,83.07,CBSE,Arts,Political Science,96.67,Political Science,96.76,Writing Stories,Good,Excellent,Poor,Excellent,Excellent,Introvert,Journalist/Reporter,Private Job,Journalist/Reporter,"Economist, Bank Manager/Officer"
STU4683,Laura Perez,25,Female,77.55,80.74,CBSE,Science PCM,Mathematics,72.9,Mathematics,86.05,Building Models,Excellent,Excellent,Excellent,Excellent,Excellent,Introvert,Bachelor of Architecture (B.Arch),Private Job,Bachelor of Architecture (B.Arch),"Electronics & Communication Engineering, Investment Banker"
STU4684,Robert Evans,21,Female,81.79,90.82,State Board,Science PCB,Chemistry,79.42,Chemistry,81.19,Writing,Good,Average,Good,Poor,Excellent,Ambivert,Forensic Scientist,Private Job,Forensic Scientist,"Insurance Advisor, Dentist"
STU4685,Tyler Peters,20,Male,55.58,81.0,CBSE,Arts,History,99.65,Economics,99.31,Reading Novels,Average,Excellent,Good,Excellent,Average,Ambivert,Insurance Advisor,Government Job,Insurance Advisor,"Doctor, Teacher (Biology/Science)"
STU4686,Andrew Greer,18,Female,85.37,76.96,ICSE,Science PCB,Chemistry,86.5,Chemistry,99.38,Reading,Excellent,Good,Poor,Good,Excellent,Extrovert,Environmental Scientist,Higher Studies,Environmental Scientist,"Dietitian/Nutritionist, Mechanical Engineering"
STU4687,William James,20,Female,98.82,82.0,CBSE,Science PCM,Physics,99.32,Biology,81.5,DIY Projects,Excellent,Good,Average,Good,Excellent,Introvert,Biomedical Engineering,Higher Studies,Biomedical Engineering,"Financial Analyst, Dietitian/Nutritionist"
STU4688,Megan Henry,18,Other,93.42,97.79,CBSE,Commerce,Mathematics,97.69,Economics,92.18,Stock Simulations,Excellent,Excellent,Excellent,Excellent,Excellent,Ambivert,Investment Banker,Private Job,Investment Banker,"Teacher (Biology/Science), B.Sc. in Physics, Chemistry, Mathematics"
STU4689,Kimberly Lee,23,Other,90.6,94.4,State Board,Science PCB,Chemistry,92.75,Biology,82.42,Writing,Excellent,Excellent,Good,Average,Poor,Introvert,Doctor,Higher Studies,Doctor,"Electrical Engineering, Aerospace/Aeronautical Engineering"
STU4690,Robert Williams,24,Male,87.68,84.87,State Board,Commerce,Accountancy,79.68,Accountancy,95.1,Playing Number Games,Good,Good,Poor,Good,Excellent,Extrovert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Pilot Training (Commercial Pilot License – CPL), Nurse"
STU4691,Eric Lee,23,Female,73.42,84.9,CBSE,Commerce,Accountancy,97.97,Accountancy,84.8,Budget Planning,Good,Excellent,Good,Good,Good,Extrovert,Bank Manager/Officer,Government Job,Bank Manager/Officer,"Electronics & Communication Engineering, Electrical Engineering"
STU4692,Holly Cruz,19,Other,69.17,85.0,CBSE,Commerce,Economics,71.27,Business Studies,94.57,Mentoring Younger Students,Good,Excellent,Good,Excellent,Average,Ambivert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Dietitian/Nutritionist, Social Worker/NGO Manager"
STU4693,Casey Vang,23,Female,98.86,93.16,ICSE,Science PCB,Biology,97.12,Chemistry,84.4,Tech Exploration,Excellent,Excellent,Excellent,Good,Excellent,Introvert,Biotechnologist,Higher Studies,Biotechnologist,"Dentist, B.Sc. in Physics, Chemistry, Mathematics"
STU4694,Paul Stein,19,Other,84.5,75.99,ICSE,Commerce,Economics,99.93,Economics,82.36,Reading Finance News,Good,Good,Poor,Good,Excellent,Introvert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Tax Consultant, Biomedical Engineering"
STU4695,Jason Tate,20,Female,68.64,70.21,CBSE,Arts,Political Science,91.26,Political Science,73.87,Storytelling,Good,Excellent,Average,Excellent,Average,Introvert,Public Relations Officer,Private Job,Public Relations Officer,"Biomedical Engineering, Insurance Advisor"
STU4696,Anthony Anderson,25,Female,80.31,83.25,CBSE,Science PCB,Biology,72.55,Biology,95.27,Reading,Good,Excellent,Good,Average,Average,Introvert,Nurse,Government Job,Nurse,"Homeopath/Ayurvedic Practitioner, Dentist"
STU4697,Robert Webb,19,Other,89.09,90.95,CBSE,Science PCM,Mathematics,72.86,Mathematics,77.51,Playing Sports,Excellent,Average,Poor,Good,Excellent,Ambivert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Financial Analyst, Tax Consultant"
STU4698,Joseph Perry,20,Other,83.64,84.62,ICSE,Commerce,Mathematics,87.25,Mathematics,71.89,Reading Finance News,Excellent,Good,Poor,Excellent,Excellent,Introvert,Investment Banker,Private Job,Investment Banker,"Tax Consultant, Biotechnologist"
STU4699,Dr. Danielle Hawkins,24,Other,79.08,87.96,ICSE,Science PCM,Mathematics,83.79,Mathematics,81.25,Reading Adventure Books,Excellent,Excellent,Average,Good,Excellent,Introvert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Cost and Management Accountant (CMA), Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU4700,Joshua Swanson,20,Male,83.1,86.96,CBSE,Science PCM,Mathematics,89.75,Physics,76.15,Reading,Excellent,Excellent,Good,Good,Excellent,Introvert,"B.Sc. in Physics, Chemistry, Mathematics",Higher Studies,"B.Sc. in Physics, Chemistry, Mathematics","Dentist, Entrepreneur/Business Owner"
STU4701,Michael Brooks,21,Female,84.3,75.93,CBSE,Commerce,Business Studies,98.72,Business Studies,97.8,Reading Case Studies,Good,Excellent,Good,Poor,Good,Introvert,Company Secretary (CS),Private Job,Company Secretary (CS),"Bachelor of Architecture (B.Arch), Social Worker/NGO Manager"
STU4702,Brenda Meyer,25,Male,81.14,69.94,ICSE,Commerce,Economics,70.96,Economics,95.88,Mentoring Younger Students,Good,Excellent,Good,Poor,Average,Introvert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Chartered Accountant (CA), Investment Banker"
STU4703,Luke Robinson,18,Female,90.02,93.66,ICSE,Science PCM,Physics,71.22,Physics,79.62,Robotics,Excellent,Excellent,Poor,Good,Excellent,Extrovert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Doctor, Mechanical Engineering"
STU4704,Kelly Carroll,19,Male,84.01,70.66,State Board,Science PCB,Chemistry,81.35,Chemistry,76.33,Reading,Good,Good,Excellent,Good,Excellent,Ambivert,Food Technologist,Private Job,Food Technologist,"Chartered Accountant (CA), Pharmacist"
STU4705,Stanley Martin,21,Other,81.1,85.0,ICSE,Science PCM,Physics,80.29,Physics,92.05,Tech Exploration,Excellent,Average,Excellent,Good,Excellent,Extrovert,Electrical Engineering,Private Job,Electrical Engineering,"Entrepreneur/Business Owner, Public Relations Officer"
STU4706,Edward Stewart,19,Other,65.38,67.98,ICSE,Science PCM,Physics,73.16,Physics,85.23,Playing Sports,Excellent,Good,Excellent,Excellent,Excellent,Extrovert,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)",Government Job,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)","Content Writer/Editor, Stock Broker"
STU4707,Dennis Wilson,24,Female,88.46,75.62,ICSE,Science PCM,Mathematics,98.45,Physics,86.7,Exploring Maps,Excellent,Excellent,Good,Good,Excellent,Extrovert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Chartered Accountant (CA), Entrepreneur/Business Owner"
STU4708,Timothy Alvarado,19,Male,82.55,84.79,CBSE,Science PCB,Chemistry,80.64,Biology,99.67,Storytelling,Good,Excellent,Excellent,Excellent,Good,Extrovert,Nurse,Government Job,Nurse,"Teacher/Professor (School or College level), Aerospace/Aeronautical Engineering"
STU4709,Yvonne Woods,22,Male,76.07,79.21,State Board,Commerce,Accountancy,95.76,Accountancy,70.9,Solving Puzzles,Excellent,Average,Excellent,Average,Excellent,Extrovert,Chartered Accountant (CA),Private Job,Chartered Accountant (CA),"Homeopath/Ayurvedic Practitioner, Electrical Engineering"
STU4710,Amanda Johnson,25,Other,88.31,89.57,ICSE,Commerce,Economics,77.56,Accountancy,82.16,Playing Number Games,Good,Average,Excellent,Excellent,Excellent,Extrovert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Dietitian/Nutritionist, Investment Banker"
STU4711,Matthew Fisher,20,Other,99.45,94.93,ICSE,Science PCB,Chemistry,80.89,Chemistry,77.31,Writing,Excellent,Excellent,Good,Good,Excellent,Introvert,Doctor,Higher Studies,Doctor,"Aerospace/Aeronautical Engineering, Indian Army, Navy, Air Force (NDA, CDS, AFCAT)"
STU4712,Rachel Crosby,25,Other,70.26,74.15,CBSE,Science PCM,Physics,84.82,Physics,76.05,Sketching,Excellent,Average,Excellent,Good,Excellent,Introvert,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)",Government Job,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)","Economist, Civil Services Officer (IAS, IPS, IFS)"
STU4713,Michael Oliver,20,Female,93.52,75.45,State Board,Science PCM,Mathematics,85.46,Physics,99.19,Writing,Excellent,Poor,Excellent,Good,Excellent,Extrovert,"B.Sc. in Physics, Chemistry, Mathematics",Higher Studies,"B.Sc. in Physics, Chemistry, Mathematics","Pilot Training (Commercial Pilot License – CPL), Dietitian/Nutritionist"
STU4714,Julie Cohen,23,Other,80.54,65.83,ICSE,Arts,Political Science,92.27,History,71.0,Writing Stories,Good,Excellent,Excellent,Excellent,Good,Extrovert,Journalist/Reporter,Private Job,Journalist/Reporter,"B.Sc. in Physics, Chemistry, Mathematics, Environmental Scientist"
STU4715,Robert White,20,Other,78.53,84.47,ICSE,Science PCB,Chemistry,84.88,Biology,96.52,Storytelling,Excellent,Good,Average,Excellent,Average,Introvert,Veterinarian,Private Job,Veterinarian,"Physiotherapist, Teacher (Biology/Science)"
STU4716,Jodi James,20,Other,87.73,91.84,State Board,Science PCM,Physics,99.05,Physics,93.7,Tech Exploration,Excellent,Poor,Excellent,Good,Excellent,Extrovert,Electrical Engineering,Private Job,Electrical Engineering,"Biomedical Engineering, Pilot Training (Commercial Pilot License – CPL)"
STU4717,Laura Smith,20,Male,75.51,61.89,CBSE,Arts,Political Science,74.31,Political Science,71.45,Reading Social Issues,Good,Excellent,Excellent,Excellent,Excellent,Introvert,Social Worker/NGO Manager,Social Impact,Social Worker/NGO Manager,"Aerospace/Aeronautical Engineering, Civil Engineering"
STU4718,Adam Hernandez,18,Other,85.48,79.1,CBSE,Science PCB,Biology,72.01,Biology,74.92,Traveling,Excellent,Good,Good,Good,Excellent,Extrovert,Environmental Scientist,Higher Studies,Environmental Scientist,"Teacher (Commerce/Economics), Electrical Engineering"
STU4719,Yolanda Howard,21,Male,93.02,84.64,ICSE,Commerce,Economics,96.2,Economics,92.83,Reading Finance News,Excellent,Excellent,Poor,Excellent,Excellent,Introvert,Financial Analyst,Private Job,Financial Analyst,"Marine Engineering (Merchant Navy), Dietitian/Nutritionist"
STU4720,Jacob Dixon,20,Male,67.69,85.49,State Board,Science PCM,Mathematics,70.06,Physics,78.02,Exploring Maps,Excellent,Good,Excellent,Good,Excellent,Introvert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Psychologist/Counselor, Dietitian/Nutritionist"
STU4721,Thomas King,24,Female,68.44,78.47,CBSE,Arts,History,79.6,Political Science,72.62,Organizing Events,Good,Excellent,Poor,Excellent,Excellent,Extrovert,Public Relations Officer,Private Job,Public Relations Officer,"Robotics Engineering, Bank Manager/Officer"
STU4722,Katie Calhoun,24,Female,74.83,77.82,ICSE,Science PCB,Chemistry,94.6,Chemistry,89.66,Storytelling,Good,Good,Average,Average,Good,Extrovert,Homeopath/Ayurvedic Practitioner,Private Job,Homeopath/Ayurvedic Practitioner,"Lawyer (Corporate, Criminal, Civil Law), Financial Analyst"
STU4723,Mary Peterson,24,Male,78.87,82.35,State Board,Commerce,Accountancy,97.21,Accountancy,91.45,Solving Puzzles,Excellent,Average,Average,Average,Excellent,Extrovert,Chartered Accountant (CA),Private Job,Chartered Accountant (CA),"Dentist, Biotechnologist"
STU4724,Philip Ortiz,23,Female,71.32,73.61,CBSE,Science PCB,Chemistry,86.96,Chemistry,75.81,Cooking,Good,Good,Excellent,Good,Excellent,Extrovert,Food Technologist,Private Job,Food Technologist,"Pilot Training (Commercial Pilot License – CPL), Mechanical Engineering"
STU4725,Diana Haynes,24,Male,88.45,76.34,State Board,Science PCM,Physics,71.72,Physics,98.24,Traveling,Excellent,Poor,Excellent,Good,Excellent,Introvert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Biotechnologist, Teacher (Commerce/Economics)"
STU4726,Mitchell Holloway,20,Male,76.69,78.11,State Board,Science PCM,Mathematics,75.27,Physics,87.73,Robotics,Excellent,Poor,Excellent,Good,Excellent,Introvert,Electrical Engineering,Private Job,Electrical Engineering,"Teacher/Professor (School or College level), Cost and Management Accountant (CMA)"
STU4727,John Marshall,18,Female,84.79,86.04,State Board,Science PCB,Chemistry,70.38,Chemistry,84.28,Social Work,Good,Excellent,Excellent,Poor,Good,Introvert,Nurse,Government Job,Nurse,"Doctor, Stock Broker"
STU4728,Jessica Turner,19,Male,98.75,77.66,State Board,Science PCM,Biology,89.6,Physics,81.93,Tech Exploration,Excellent,Poor,Good,Good,Excellent,Extrovert,Biomedical Engineering,Higher Studies,Biomedical Engineering,"Journalist/Reporter, Bachelor of Architecture (B.Arch)"
STU4729,William Smith,19,Female,94.37,93.35,CBSE,Science PCB,Biology,86.77,Chemistry,78.69,Writing,Excellent,Excellent,Good,Good,Poor,Ambivert,Doctor,Higher Studies,Doctor,"Civil Engineering, Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU4730,Nicholas Schmidt,19,Male,61.65,60.04,ICSE,Commerce,Business Studies,81.3,Business Studies,92.43,Reading Success Stories,Excellent,Good,Excellent,Excellent,Average,Introvert,Entrepreneur/Business Owner,Own Business,Entrepreneur/Business Owner,"Aerospace/Aeronautical Engineering, Cost and Management Accountant (CMA)"
STU4731,Kelli Sharp,20,Female,71.85,84.2,ICSE,Commerce,Accountancy,81.53,Economics,71.6,Organizing Files,Good,Good,Good,Average,Excellent,Ambivert,Tax Consultant,Private Job,Tax Consultant,"Social Worker/NGO Manager, Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU4732,Andrew Lynch,21,Male,84.12,98.69,ICSE,Science PCM,Physics,75.68,Mathematics,78.71,DIY Projects,Excellent,Good,Poor,Excellent,Excellent,Ambivert,Robotics Engineering,Private Job,Robotics Engineering,"Company Secretary (CS), Social Worker/NGO Manager"
STU4733,Kathryn Molina,25,Female,86.89,87.52,State Board,Science PCB,Physics,96.82,Biology,89.62,Reading,Excellent,Good,Good,Poor,Good,Introvert,Physiotherapist,Private Job,Physiotherapist,"Public Relations Officer, Civil Engineering"
STU4734,Nicholas Drake,24,Male,90.75,84.62,CBSE,Science PCB,Chemistry,99.59,Biology,95.9,Storytelling,Excellent,Good,Good,Poor,Excellent,Introvert,Veterinarian,Private Job,Veterinarian,"Economist, Food Technologist"
STU4735,Michelle Carter,25,Male,72.0,75.88,CBSE,Commerce,Accountancy,71.26,Accountancy,91.07,Writing,Good,Excellent,Poor,Excellent,Good,Ambivert,Company Secretary (CS),Private Job,Company Secretary (CS),"Mechanical Engineering, Investment Banker"
STU4736,Dale Reyes,22,Female,72.64,69.07,State Board,Commerce,Business Studies,99.88,Economics,73.43,Networking,Excellent,Poor,Excellent,Excellent,Good,Extrovert,Entrepreneur/Business Owner,Own Business,Entrepreneur/Business Owner,"Insurance Advisor, Homeopath/Ayurvedic Practitioner"
STU4737,Cynthia Andersen,20,Other,80.67,86.21,ICSE,Science PCM,Mathematics,95.54,Mathematics,70.66,Reading,Excellent,Excellent,Good,Good,Excellent,Introvert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Tax Consultant, B.Sc. in Physics, Chemistry, Mathematics"
STU4738,Lisa Collins,22,Male,63.9,62.5,CBSE,Arts,History,98.37,Political Science,95.83,Reading Social Issues,Good,Excellent,Poor,Excellent,Excellent,Introvert,Social Worker/NGO Manager,Social Impact,Social Worker/NGO Manager,"Lawyer (Corporate, Criminal, Civil Law), Teacher/Professor (School or College level)"
STU4739,Mark Carr,18,Female,73.62,82.79,CBSE,Science PCB,Chemistry,93.51,Chemistry,89.86,Reading,Excellent,Excellent,Good,Good,Excellent,Introvert,Environmental Scientist,Higher Studies,Environmental Scientist,"Biotechnologist, Nurse"
STU4740,John Jones,25,Male,85.01,91.58,CBSE,Commerce,Economics,86.91,Economics,79.51,Stock Simulations,Excellent,Excellent,Excellent,Poor,Excellent,Ambivert,Investment Banker,Private Job,Investment Banker,"Mechanical Engineering, Psychologist/Counselor"
STU4741,Alexandra Rogers,19,Male,65.55,74.47,CBSE,Arts,History,74.78,Political Science,92.62,Taking Photos,Good,Excellent,Average,Excellent,Good,Extrovert,Journalist/Reporter,Private Job,Journalist/Reporter,"Marine Engineering (Merchant Navy), Tax Consultant"
STU4742,Danielle Richardson,24,Other,81.07,90.03,CBSE,Science PCB,Chemistry,81.14,Biology,88.72,Reading,Excellent,Excellent,Good,Good,Average,Extrovert,Dentist,Private Job,Dentist,"Civil Services Officer (IAS, IPS, IFS), Pharmacist"
STU4743,Martha Miller,22,Other,98.58,81.99,ICSE,Science PCB,Biology,91.07,Biology,98.46,Tech Exploration,Excellent,Poor,Excellent,Good,Excellent,Extrovert,Biotechnologist,Higher Studies,Biotechnologist,"Civil Engineering, Cost and Management Accountant (CMA)"
STU4744,Stacy Matthews,21,Female,51.64,72.11,State Board,Commerce,History,88.83,Mathematics,76.72,Playing Sports,Good,Poor,Average,Good,Average,Introvert,Insurance Advisor,Private Job,Insurance Advisor,"Pharmacist, Pilot Training (Commercial Pilot License – CPL)"
STU4745,Craig Guerrero,21,Female,74.08,76.62,CBSE,Science PCB,Chemistry,93.89,Chemistry,76.83,Writing,Good,Excellent,Poor,Poor,Average,Ambivert,Dietitian/Nutritionist,Private Job,Dietitian/Nutritionist,"Civil Engineering, Civil Services Officer (IAS, IPS, IFS)"
STU4746,Thomas Lee,24,Female,77.44,78.88,State Board,Commerce,Economics,95.15,Business Studies,90.56,Mentoring Younger Students,Good,Excellent,Good,Excellent,Excellent,Extrovert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Civil Engineering, Electrical Engineering"
STU4747,Scott Johnson,24,Other,71.25,85.04,State Board,Commerce,Economics,72.41,Economics,83.53,Organizing Files,Good,Good,Average,Excellent,Excellent,Ambivert,Tax Consultant,Private Job,Tax Consultant,"Bank Manager/Officer, Biomedical Engineering"
STU4748,Cynthia Andrews,25,Other,96.05,51.45,State Board,Arts,Physics,78.06,Economics,99.84,Reading Novels,Good,Average,Excellent,Average,Poor,Extrovert,Insurance Advisor,Private Job,Insurance Advisor,"Environmental Scientist, Financial Analyst"
STU4749,Dawn Brown,21,Female,80.46,83.88,CBSE,Commerce,Economics,77.08,Economics,90.2,Writing Essays,Excellent,Excellent,Average,Good,Excellent,Extrovert,Economist,Higher Studies,Economist,"Environmental Scientist, Company Secretary (CS)"
STU4750,Amy Wilson,19,Female,89.49,86.52,CBSE,Science PCM,Mathematics,78.05,Mathematics,81.31,Traveling,Excellent,Good,Average,Good,Excellent,Ambivert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Homeopath/Ayurvedic Practitioner, Teacher/Professor (School or College level)"
STU4751,Caitlin Robertson,18,Other,80.25,87.86,State Board,Commerce,Mathematics,77.94,Accountancy,70.61,Solving Puzzles,Excellent,Average,Excellent,Average,Excellent,Ambivert,Chartered Accountant (CA),Private Job,Chartered Accountant (CA),"Veterinarian, Physiotherapist"
STU4752,Valerie Johnson,22,Male,76.83,86.9,CBSE,Science PCB,Biology,85.74,Biology,97.95,Social Work,Excellent,Good,Poor,Good,Good,Introvert,Veterinarian,Private Job,Veterinarian,"Lawyer (Corporate, Criminal, Civil Law), Teacher (Commerce/Economics)"
STU4753,Heather Cruz,21,Other,80.47,73.33,CBSE,Arts,History,90.29,History,84.56,Organizing Events,Good,Excellent,Poor,Excellent,Average,Introvert,Public Relations Officer,Private Job,Public Relations Officer,"Homeopath/Ayurvedic Practitioner, Entrepreneur/Business Owner"
STU4754,Michelle Thompson,22,Female,73.24,75.56,CBSE,Commerce,Business Studies,81.01,Economics,80.64,Reading Success Stories,Excellent,Average,Excellent,Excellent,Poor,Ambivert,Entrepreneur/Business Owner,Own Business,Entrepreneur/Business Owner,"Robotics Engineering, Economist"
STU4755,Virginia Wright,21,Male,69.66,67.56,CBSE,Arts,History,89.29,History,96.08,Editing Essays,Poor,Excellent,Poor,Excellent,Average,Ambivert,Content Writer/Editor,Private Job,Content Writer/Editor,"Aerospace/Aeronautical Engineering, Entrepreneur/Business Owner"
STU4756,William Cochran,24,Female,76.73,88.21,ICSE,Science PCB,Biology,93.72,Biology,86.73,Traveling,Excellent,Excellent,Poor,Good,Excellent,Extrovert,Environmental Scientist,Higher Studies,Environmental Scientist,"Aerospace/Aeronautical Engineering, Mechanical Engineering"
STU4757,Michael Nguyen,23,Other,85.83,84.13,State Board,Science PCM,Biology,93.44,Biology,72.86,Sketching,Excellent,Good,Average,Good,Excellent,Extrovert,Biomedical Engineering,Higher Studies,Biomedical Engineering,"Entrepreneur/Business Owner, Electronics & Communication Engineering"
STU4758,Christopher Mercado,18,Other,87.94,89.97,State Board,Science PCB,Biology,76.9,Biology,93.8,Writing,Good,Poor,Average,Excellent,Excellent,Extrovert,Forensic Scientist,Private Job,Forensic Scientist,"Physiotherapist, Marine Engineering (Merchant Navy)"
STU4759,Damon Wilson,19,Other,82.8,67.75,CBSE,Arts,History,74.22,History,96.74,Reading Psychology Books,Good,Excellent,Poor,Excellent,Excellent,Ambivert,Psychologist/Counselor,Private Job,Psychologist/Counselor,"Food Technologist, Homeopath/Ayurvedic Practitioner"
STU4760,Brian Bennett,25,Other,84.47,81.05,ICSE,Science PCB,Chemistry,70.95,Biology,71.31,Social Work,Excellent,Good,Average,Good,Poor,Introvert,Veterinarian,Private Job,Veterinarian,"Pilot Training (Commercial Pilot License – CPL), Civil Engineering"
STU4761,William Salinas,24,Other,70.58,74.15,CBSE,Commerce,Economics,98.35,Accountancy,76.4,Budget Planning,Good,Poor,Good,Good,Excellent,Extrovert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Bank Manager/Officer, Nurse"
STU4762,Paula Todd,19,Female,70.39,82.5,CBSE,Arts,Psychology,94.32,History,88.89,Writing Journals,Good,Excellent,Average,Good,Poor,Extrovert,Psychologist/Counselor,Private Job,Psychologist/Counselor,"Homeopath/Ayurvedic Practitioner, Economist"
STU4763,Tony Baldwin,24,Other,74.73,89.4,CBSE,Science PCB,Chemistry,76.19,Chemistry,93.86,Reading,Good,Excellent,Excellent,Excellent,Average,Introvert,Nurse,Government Job,Nurse,"Economist, Teacher (Biology/Science)"
STU4764,Andrew Brooks,23,Female,82.35,82.85,State Board,Science PCB,Chemistry,75.74,Biology,82.53,Traveling,Excellent,Good,Poor,Good,Excellent,Introvert,Environmental Scientist,Higher Studies,Environmental Scientist,"Economist, Forensic Scientist"
